stock_code,sw_l1_industry_name
300383,通信
300384,建筑装饰
300385,机械设备
300386,计算机
300387,化工
300388,公用事业
300389,电子
300390,电子
300391,机械设备
300392,传媒
300393,电气设备
300394,通信
300395,有色金属
300396,医药生物
300397,国防军工
300398,化工
300399,计算机
300400,机械设备
300401,医药生物
300402,机械设备
300403,家用电器
300404,医药生物
300405,化工
300406,医药生物
300407,电气设备
300408,电子
300409,化工
300410,机械设备
300411,机械设备
300412,机械设备
300413,传媒
300414,通信
300415,机械设备
300416,机械设备
300417,机械设备
300418,传媒
300419,计算机
300420,机械设备
300421,机械设备
300422,公用事业
300423,电气设备
300424,国防军工
300425,公用事业
300426,传媒
300427,电气设备
300428,汽车
300429,化工
300430,机械设备
300432,汽车
300433,电子
300434,医药生物
300435,公用事业
300436,医药生物
300437,化工
300438,电子
300439,医药生物
300440,计算机
300441,机械设备
300442,机械设备
300443,电气设备
300444,电气设备
300445,机械设备
300446,化工
300447,电气设备
300448,计算机
300449,计算机
300450,机械设备
300451,计算机
300452,医药生物
300453,医药生物
300454,计算机
300455,计算机
300456,电子
300457,机械设备
300458,电子
300459,传媒
300460,电子
300461,机械设备
300462,计算机
300463,医药生物
300464,机械设备
300465,计算机
300466,电气设备
300467,传媒
300468,计算机
300469,计算机
300470,机械设备
300471,机械设备
300472,机械设备
300473,汽车
300474,国防军工
300475,家用电器
300476,电子
300477,电气设备
300478,化工
300479,计算机
300480,机械设备
300481,化工
300482,医药生物
300483,机械设备
300484,电气设备
300485,医药生物
300486,机械设备
300487,化工
300488,机械设备
300489,有色金属
300490,电气设备
300491,电气设备
300492,建筑装饰
300493,电子
300494,传媒
300495,建筑装饰
300496,计算机
300497,医药生物
300498,农林牧渔
300499,机械设备
300500,建筑装饰
300501,轻工制造
300502,通信
300503,机械设备
300504,通信
300505,化工
300506,建筑装饰
300507,汽车
300508,计算机
300509,机械设备
300510,电气设备
300511,农林牧渔
300512,机械设备
300513,通信
300514,电气设备
300515,机械设备
300516,电子
300517,建筑装饰
300518,传媒
300519,医药生物
300520,计算机
300521,机械设备
300522,化工
300523,计算机
300525,计算机
300526,纺织服装
300527,国防军工
300528,传媒
300529,医药生物
300530,化工
300531,通信
300532,计算机
300533,传媒
300534,医药生物
300535,化工
300536,建筑装饰
300537,化工
300538,化工
300539,化工
300540,机械设备
300541,计算机
300542,计算机
300543,电子
300545,电子
300546,计算机
300547,汽车
300548,通信
300549,机械设备
300550,计算机
300551,机械设备
300552,计算机
300553,机械设备
300554,机械设备
300555,通信
300556,计算机
300557,机械设备
300558,医药生物
300559,计算机
300560,通信
300561,计算机
300562,医药生物
300563,通信
300564,建筑装饰
300565,通信
300566,电子
300567,机械设备
300568,化工
300569,电气设备
300570,通信
300571,通信
300572,机械设备
300573,医药生物
300575,化工
300576,化工
300577,纺织服装
300578,通信
300579,计算机
300580,汽车
300581,国防军工
300582,电子
300583,医药生物
300584,医药生物
300585,汽车
300586,化工
300587,化工
300588,计算机
300589,国防军工
300590,通信
300591,纺织服装
300592,建筑装饰
300593,电气设备
300594,机械设备
300595,医药生物
300596,化工
300597,通信
300598,计算机
300599,建筑材料
300600,国防军工
300601,医药生物
300602,电子
300603,通信
300604,机械设备
300605,计算机
300606,机械设备
300607,机械设备
300608,计算机
300609,计算机
300610,化工
300611,汽车
300612,传媒
300613,电子
300615,通信
300616,轻工制造
300617,电气设备
300618,有色金属
300619,机械设备
300620,通信
300621,建筑装饰
300622,商业贸易
300623,电子
300624,计算机
300625,电子
300626,电气设备
300627,通信
300628,通信
300629,机械设备
300630,医药生物
300631,公用事业
300632,电子
300633,医药生物
300634,计算机
300635,建筑装饰
300636,医药生物
300637,化工
300638,通信
300639,医药生物
300640,轻工制造
300641,化工
300642,医药生物
300643,汽车
300644,化工
300645,计算机
300647,电子
300648,机械设备
300649,建筑装饰
300650,电子
300651,轻工制造
300652,汽车
300653,医药生物
300654,传媒
300655,化工
300656,电子
300657,电子
300658,纺织服装
300659,计算机
300660,电气设备
300661,电子
300662,休闲服务
300663,计算机
300664,公用事业
300665,化工
300666,电子
300667,机械设备
300668,建筑装饰
300669,机械设备
300670,电气设备
300671,电子
300672,电子
300673,农林牧渔
300674,计算机
300675,建筑装饰
300676,医药生物
300677,医药生物
300678,计算机
300679,电子
300680,汽车
300681,汽车
300682,计算机
300683,医药生物
300684,电子
300685,医药生物
300686,电子
300687,计算机
300688,综合
300689,通信
300690,化工
300691,电子
300692,公用事业
300693,电气设备
300694,汽车
300695,汽车
300696,国防军工
300697,有色金属
300698,通信
300699,化工
300700,机械设备
300701,电子
300702,医药生物
300703,轻工制造
300705,医药生物
300706,电子
300707,汽车
300708,电子
300709,电子
300710,通信
300711,通信
300712,建筑装饰
300713,电气设备
300715,建筑材料
300716,化工
300717,化工
300718,机械设备
300719,国防军工
300720,机械设备
300721,化工
300722,国防军工
300723,医药生物
300724,机械设备
300725,医药生物
300726,电子
300727,化工
300729,轻工制造
300730,计算机
300731,化工
300732,建筑装饰
300733,汽车
300735,电子
300736,电子
300737,建筑材料
300738,计算机
300739,电子
300740,化工
300741,食品饮料
300742,汽车
300743,化工
300745,电气设备
300746,建筑装饰
300747,电子
300748,有色金属
300749,轻工制造
300750,电气设备
300751,机械设备
300752,电子
300753,医药生物
300755,商业贸易
300756,机械设备
300757,机械设备
300758,化工
300759,医药生物
300760,医药生物
300761,农林牧渔
300762,国防军工
300763,电气设备
300765,医药生物
300766,计算机
300767,化工
300768,计算机
300769,化工
300770,传媒
300771,计算机
300772,电气设备
300773,计算机
300775,国防军工
300776,机械设备
300777,化工
300778,建筑装饰
300779,公用事业
300780,机械设备
300781,传媒
300782,电子
300783,食品饮料
300785,传媒
300786,机械设备
300787,电子
300788,传媒
300789,计算机
300790,电子
300791,食品饮料
300792,传媒
300793,电子
300795,休闲服务
300796,化工
300797,综合
300798,化工
300799,计算机
300800,机械设备
300801,化工
300802,机械设备
300803,计算机
300805,传媒
300806,化工
300807,计算机
300808,电子
300809,机械设备
300810,国防军工
300811,有色金属
300812,机械设备
300813,机械设备
300815,公用事业
300816,汽车
300817,机械设备
300818,机械设备
300819,纺织服装
300820,电气设备
300821,化工
300822,电子
300823,机械设备
300824,家用电器
300825,汽车
300826,建筑装饰
300827,电气设备
300828,有色金属
300829,农林牧渔
300830,计算机
300831,电子
300832,医药生物
300833,机械设备
300835,有色金属
300836,机械设备
300837,机械设备
300838,机械设备
300839,化工
300840,纺织服装
300841,医药生物
300842,电子
300843,电子
300845,计算机
300846,计算机
300847,化工
300848,化工
300849,轻工制造
300850,电气设备
300851,机械设备
300852,电子
300853,机械设备
300855,有色金属
300856,化工
300857,电子
300858,食品饮料
300859,休闲服务
300860,休闲服务
300861,机械设备
300862,机械设备
300863,汽车
300864,公用事业
300865,机械设备
300866,电子
300867,公用事业
300868,电子
300869,医药生物
300870,电气设备
300871,农林牧渔
300872,计算机
300873,交通运输
300875,国防军工
300876,化工
300877,纺织服装
300878,医药生物
300879,机械设备
300880,电气设备
300881,钢铁
300882,电气设备
300883,轻工制造
300884,计算机
300885,机械设备
300886,化工
300887,综合
300888,纺织服装
300889,电子
300890,化工
300891,化工
300892,食品饮料
300893,汽车
300894,家用电器
300895,计算机
300896,医药生物
300897,机械设备
300898,食品饮料
300899,公用事业
300900,国防军工
300901,纺织服装
300902,机械设备
300903,电子
300905,化工
300906,机械设备
300907,电气设备
300908,食品饮料
300909,电子
300910,化工
300911,家用电器
300912,汽车
300913,通信
300915,食品饮料
300916,电子
300917,房地产
300918,纺织服装
300919,化工
300920,化工
300921,通信
300922,国防军工
300923,机械设备
300925,计算机
300926,汽车
300927,化工
300928,汽车
300929,公用事业
300930,有色金属
300931,机械设备
300932,电气设备
300933,电气设备
300935,计算机
300936,电子
300937,医药生物
300938,综合
300939,电子
300999,农林牧渔
600000,银行
600004,交通运输
600006,汽车
600007,房地产
600008,公用事业
600009,交通运输
600010,钢铁
600011,公用事业
600012,交通运输
600015,银行
600016,银行
600017,交通运输
600018,交通运输
600019,钢铁
600020,交通运输
600021,公用事业
600022,钢铁
600023,公用事业
600025,公用事业
600026,交通运输
600027,公用事业
600028,化工
600029,交通运输
600030,非银金融
600031,机械设备
600033,交通运输
600035,交通运输
600036,银行
600037,传媒
600038,国防军工
600039,建筑装饰
600048,房地产
600050,通信
600051,综合
600052,传媒
600053,非银金融
600054,休闲服务
600055,医药生物
600056,医药生物
600057,交通运输
600058,商业贸易
600059,食品饮料
600060,家用电器
600061,非银金融
600062,医药生物
600063,化工
600064,房地产
600066,汽车
600067,房地产
600068,建筑装饰
600070,综合
600071,电子
600072,国防军工
600073,食品饮料
600075,化工
600076,轻工制造
600077,房地产
600078,化工
600079,医药生物
600080,医药生物
600081,汽车
600082,房地产
600083,综合
600084,食品饮料
600085,医药生物
600086,轻工制造
600087,交通运输
600088,传媒
600089,电气设备
600090,医药生物
600091,化工
600093,非银金融
600094,房地产
600095,非银金融
600096,化工
600097,农林牧渔
600098,公用事业
600099,汽车
600100,计算机
600101,公用事业
600103,轻工制造
600104,汽车
600105,通信
600106,交通运输
600107,纺织服装
600108,农林牧渔
600109,非银金融
600110,电子
600111,有色金属
600112,电气设备
600113,商业贸易
600114,有色金属
600115,交通运输
600116,公用事业
600117,钢铁
600118,国防军工
600119,交通运输
600120,非银金融
600121,采掘
600122,商业贸易
600123,采掘
600125,交通运输
600126,钢铁
600127,农林牧渔
600128,综合
600129,医药生物
600130,通信
600131,公用事业
600132,食品饮料
600133,建筑装饰
600135,轻工制造
600136,传媒
600137,纺织服装
600138,休闲服务
600139,综合
600141,化工
600143,化工
600145,商业贸易
600146,纺织服装
600148,汽车
600149,综合
600150,国防军工
600151,电气设备
600152,电子
600153,交通运输
600155,非银金融
600156,纺织服装
600157,采掘
600158,传媒
600159,房地产
600160,化工
600161,医药生物
600162,房地产
600163,公用事业
600165,化工
600166,汽车
600167,公用事业
600168,公用事业
600169,机械设备
600170,建筑装饰
600171,电子
600172,机械设备
600173,房地产
600176,化工
600177,房地产
600178,汽车
600179,交通运输
600180,交通运输
600182,化工
600183,电子
600184,国防军工
600185,房地产
600186,食品饮料
600187,公用事业
600188,采掘
600189,食品饮料
600190,交通运输
600191,农林牧渔
600192,电气设备
600193,建筑装饰
600195,农林牧渔
600196,医药生物
600197,食品饮料
600198,电子
600199,食品饮料
600200,医药生物
600201,农林牧渔
600202,电气设备
600203,电子
600206,有色金属
600207,电气设备
600208,房地产
600209,建筑装饰
600210,轻工制造
600211,医药生物
600212,综合
600213,汽车
600215,房地产
600216,医药生物
600217,公用事业
600218,机械设备
600219,有色金属
600220,纺织服装
600221,交通运输
600222,医药生物
600223,房地产
600225,房地产
600226,传媒
600227,医药生物
600228,化工
600229,传媒
600230,化工
600231,钢铁
600232,纺织服装
600233,交通运输
600234,综合
600235,轻工制造
600236,公用事业
600237,电子
600238,食品饮料
600239,房地产
600241,电气设备
600242,传媒
600243,机械设备
600246,房地产
600247,商业贸易
600248,建筑装饰
600249,化工
600250,商业贸易
600251,农林牧渔
600252,医药生物
600255,有色金属
600256,化工
600257,农林牧渔
600258,休闲服务
600259,有色金属
600260,通信
600261,电子
600262,机械设备
600265,农林牧渔
600266,房地产
600267,医药生物
600268,电气设备
600269,交通运输
600271,计算机
600272,医药生物
600273,化工
600275,农林牧渔
600276,医药生物
600277,化工
600278,商业贸易
600279,交通运输
600280,商业贸易
600281,综合
600282,钢铁
600283,公用事业
600284,建筑装饰
600285,医药生物
600287,商业贸易
600288,电子
600289,通信
600290,电气设备
600291,非银金融
600292,公用事业
600293,通信
600295,采掘
600297,汽车
600298,农林牧渔
600299,化工
600300,食品饮料
600301,商业贸易
600302,机械设备
600303,汽车
600305,食品饮料
600306,商业贸易
600307,钢铁
600308,轻工制造
600309,化工
600310,公用事业
600311,有色金属
600312,电气设备
600313,农林牧渔
600315,化工
600316,国防军工
600318,非银金融
600319,化工
600320,机械设备
600321,建筑材料
600322,房地产
600323,公用事业
600325,房地产
600326,建筑材料
600327,汽车
600328,化工
600329,医药生物
600330,有色金属
600331,有色金属
600332,医药生物
600333,公用事业
600335,汽车
600336,家用电器
600337,轻工制造
600338,有色金属
600339,采掘
600340,房地产
600343,国防军工
600345,通信
600346,化工
600348,采掘
600350,交通运输
600351,医药生物
600352,化工
600353,电子
600354,农林牧渔
600355,通信
600356,轻工制造
600358,休闲服务
600359,农林牧渔
600360,电子
600361,商业贸易
600362,有色金属
600363,电子
600365,食品饮料
600366,有色金属
600367,化工
600368,交通运输
600369,非银金融
600370,纺织服装
600371,农林牧渔
600372,国防军工
600373,传媒
600375,机械设备
600376,房地产
600377,交通运输
600378,化工
600379,电气设备
600380,医药生物
600381,食品饮料
600382,综合
600383,房地产
600385,有色金属
600386,传媒
600387,化工
600388,机械设备
600389,化工
600390,非银金融
600391,国防军工
600392,有色金属
600393,房地产
600395,采掘
600396,公用事业
600397,采掘
600398,纺织服装
600399,钢铁
600400,纺织服装
600403,采掘
600405,电气设备
600406,电气设备
600408,采掘
600409,化工
600410,计算机
600415,商业贸易
600416,电气设备
600418,汽车
600419,食品饮料
600420,医药生物
600421,机械设备
600422,医药生物
600423,化工
600425,建筑材料
600426,化工
600428,交通运输
600429,食品饮料
600433,轻工制造
600435,国防军工
600436,医药生物
600438,电气设备
600439,轻工制造
600444,机械设备
600446,计算机
600448,纺织服装
600449,建筑材料
600452,公用事业
600455,传媒
600456,有色金属
600458,化工
600459,有色金属
600460,电子
600461,公用事业
600462,通信
600463,房地产
600466,房地产
600467,农林牧渔
600468,电气设备
600469,化工
600470,化工
600475,电气设备
600476,计算机
600477,建筑装饰
600478,电子
600479,医药生物
600480,汽车
600481,机械设备
600482,国防军工
600483,公用事业
600485,通信
600486,化工
600487,通信
600488,医药生物
600489,有色金属
600490,有色金属
600491,建筑装饰
600493,纺织服装
600495,机械设备
600496,建筑装饰
600497,有色金属
600498,通信
600499,机械设备
600500,化工
600501,机械设备
600502,建筑装饰
600503,房地产
600505,公用事业
600506,农林牧渔
600507,钢铁
600508,采掘
600509,公用事业
600510,房地产
600511,医药生物
600512,建筑装饰
600513,医药生物
600515,房地产
600516,有色金属
600517,电气设备
600518,医药生物
600519,食品饮料
600520,机械设备
600521,医药生物
600522,通信
600523,汽车
600525,电气设备
600526,机械设备
600527,化工
600528,机械设备
600529,医药生物
600530,医药生物
600531,有色金属
600532,采掘
600533,房地产
600535,医药生物
600536,计算机
600537,电气设备
600538,医药生物
600539,轻工制造
600540,农林牧渔
600543,食品饮料
600545,机械设备
600546,采掘
600547,有色金属
600548,交通运输
600549,有色金属
600550,电气设备
600551,传媒
600552,电子
600555,休闲服务
600556,传媒
600557,医药生物
600558,机械设备
600559,食品饮料
600560,机械设备
600561,交通运输
600562,国防军工
600563,电子
600565,房地产
600566,医药生物
600567,轻工制造
600568,房地产
600569,钢铁
600570,计算机
600571,计算机
600572,医药生物
600573,食品饮料
600575,交通运输
600576,传媒
600577,电气设备
600578,公用事业
600579,机械设备
600580,电气设备
600581,钢铁
600582,机械设备
600583,采掘
600584,电子
600585,建筑材料
600586,建筑材料
600587,医药生物
600588,计算机
600589,化工
600590,电气设备
600592,机械设备
600593,休闲服务
600594,医药生物
600595,有色金属
600596,化工
600597,食品饮料
600598,农林牧渔
600599,非银金融
600600,食品饮料
600601,电子
600602,计算机
600603,综合
600604,房地产
600605,商业贸易
600606,房地产
600608,商业贸易
600609,汽车
600610,建筑装饰
600611,交通运输
600612,轻工制造
600613,医药生物
600614,有色金属
600615,有色金属
600616,食品饮料
600617,公用事业
600618,化工
600619,家用电器
600620,综合
600621,非银金融
600622,房地产
600623,化工
600624,综合
600626,汽车
600628,商业贸易
600629,建筑装饰
600630,纺织服装
600633,传媒
600634,传媒
600635,公用事业
600636,传媒
600637,传媒
600638,房地产
600639,房地产
600640,传媒
600641,房地产
600642,公用事业
600643,非银金融
600644,公用事业
600645,医药生物
600647,房地产
600648,房地产
600649,房地产
600650,交通运输
600651,电子
600652,传媒
600653,汽车
600654,计算机
600655,商业贸易
600657,房地产
600658,房地产
600660,汽车
600661,传媒
600662,交通运输
600663,房地产
600664,医药生物
600665,房地产
600666,电子
600667,电子
600668,建筑材料
600671,医药生物
600673,医药生物
600674,公用事业
600675,房地产
600676,汽车
600677,国防军工
600678,建筑材料
600679,汽车
600681,公用事业
600682,医药生物
600683,房地产
600684,房地产
600685,国防军工
600686,汽车
600687,有色金属
600688,化工
600689,纺织服装
600690,家用电器
600691,化工
600692,房地产
600693,商业贸易
600694,商业贸易
600695,非银金融
600696,非银金融
600697,商业贸易
600698,汽车
600699,汽车
600701,计算机
600702,食品饮料
600703,电子
600704,交通运输
600705,非银金融
600706,休闲服务
600707,电子
600708,房地产
600710,商业贸易
600711,有色金属
600712,商业贸易
600713,医药生物
600714,化工
600715,传媒
600716,房地产
600717,交通运输
600718,计算机
600719,公用事业
600720,建筑材料
600721,医药生物
600722,化工
600723,商业贸易
600724,房地产
600725,采掘
600726,公用事业
600727,化工
600728,计算机
600729,商业贸易
600730,综合
600731,化工
600732,电气设备
600733,汽车
600734,通信
600735,轻工制造
600736,房地产
600737,农林牧渔
600738,商业贸易
600739,医药生物
600740,采掘
600741,汽车
600742,汽车
600743,房地产
600744,公用事业
600745,电子
600746,化工
600748,房地产
600749,休闲服务
600750,医药生物
600751,电子
600753,商业贸易
600754,休闲服务
600755,商业贸易
600756,计算机
600757,传媒
600758,采掘
600759,采掘
600760,国防军工
600761,机械设备
600763,医药生物
600764,国防军工
600765,国防军工
600766,有色金属
600767,医药生物
600768,有色金属
600769,建筑装饰
600770,综合
600771,医药生物
600773,房地产
600774,商业贸易
600775,通信
600776,通信
600777,采掘
600778,商业贸易
600779,食品饮料
600780,公用事业
600781,医药生物
600782,钢铁
600783,非银金融
600784,综合
600785,商业贸易
600787,交通运输
600789,医药生物
600790,商业贸易
600791,房地产
600792,采掘
600793,轻工制造
600794,交通运输
600795,公用事业
600796,医药生物
600797,计算机
600798,交通运输
600800,计算机
600801,建筑材料
600802,建筑材料
600803,公用事业
600804,通信
600805,综合
600807,房地产
600808,钢铁
600809,食品饮料
600810,化工
600811,综合
600812,医药生物
600814,商业贸易
600815,机械设备
600816,非银金融
600817,综合
600818,综合
600819,建筑材料
600820,建筑装饰
600821,商业贸易
600822,商业贸易
600823,房地产
600824,纺织服装
600825,传媒
600826,商业贸易
600827,商业贸易
600828,商业贸易
600829,医药生物
600830,非银金融
600831,传媒
600833,医药生物
600834,交通运输
600835,机械设备
600836,轻工制造
600837,非银金融
600838,商业贸易
600839,家用电器
600841,机械设备
600843,机械设备
600844,化工
600845,计算机
600846,建筑装饰
600847,电气设备
600848,房地产
600850,计算机
600851,医药生物
600853,建筑装饰
600854,家用电器
600855,计算机
600856,公用事业
600857,商业贸易
600858,商业贸易
600859,商业贸易
600860,机械设备
600861,商业贸易
600862,国防军工
600863,公用事业
600864,非银金融
600865,商业贸易
600866,食品饮料
600867,医药生物
600868,公用事业
600869,电气设备
600870,商业贸易
600871,采掘
600872,食品饮料
600873,农林牧渔
600874,公用事业
600875,电气设备
600876,建筑材料
600877,汽车
600879,国防军工
600880,传媒
600881,建筑材料
600882,食品饮料
600883,建筑材料
600884,电子
600885,电气设备
600886,公用事业
600887,食品饮料
600888,有色金属
600889,化工
600890,房地产
600891,轻工制造
600892,传媒
600893,国防军工
600894,机械设备
600895,房地产
600896,医药生物
600897,交通运输
600898,商业贸易
600900,公用事业
600901,非银金融
600903,公用事业
600908,银行
600909,非银金融
600917,公用事业
600918,非银金融
600919,银行
600926,银行
600928,银行
600929,化工
600933,汽车
600936,传媒
600939,建筑装饰
600956,公用事业
600958,非银金融
600959,传媒
600960,汽车
600961,有色金属
600962,农林牧渔
600963,轻工制造
600965,休闲服务
600966,轻工制造
600967,国防军工
600968,采掘
600969,公用事业
600970,建筑装饰
600971,采掘
600973,电气设备
600975,农林牧渔
600976,医药生物
600977,传媒
600978,轻工制造
600979,公用事业
600980,有色金属
600981,商业贸易
600982,公用事业
600983,家用电器
600984,机械设备
600985,采掘
600986,传媒
600987,纺织服装
600988,有色金属
600989,化工
600990,国防军工
600992,机械设备
600993,医药生物
600995,公用事业
600996,传媒
600997,采掘
600998,医药生物
600999,非银金融
601000,交通运输
601001,采掘
601002,机械设备
601003,钢铁
601005,钢铁
601006,交通运输
601007,休闲服务
601008,交通运输
601009,银行
601010,商业贸易
601011,采掘
601012,电气设备
601015,采掘
601016,公用事业
601018,交通运输
601019,传媒
601020,有色金属
601021,交通运输
601028,机械设备
601038,机械设备
601058,化工
601066,非银金融
601068,建筑装饰
601069,有色金属
601077,银行
601086,商业贸易
601088,采掘
601098,传媒
601099,非银金融
601100,机械设备
601101,采掘
601106,机械设备
601107,交通运输
601108,非银金融
601111,交通运输
601113,商业贸易
601116,商业贸易
601117,建筑装饰
601118,农林牧渔
601126,电气设备
601127,汽车
601128,银行
601137,有色金属
601138,电子
601139,公用事业
601155,房地产
601158,公用事业
601162,非银金融
601163,化工
601166,银行
601168,有色金属
601169,银行
601177,机械设备
601179,电气设备
601186,建筑装饰
601187,银行
601188,交通运输
601198,非银金融
601199,公用事业
601200,公用事业
601208,化工
601211,非银金融
601212,有色金属
601216,化工
601218,电气设备
601222,电气设备
601225,采掘
601226,建筑装饰
601228,交通运输
601229,银行
601231,电子
601233,化工
601236,非银金融
601238,汽车
601258,汽车
601268,机械设备
601288,银行
601298,交通运输
601311,汽车
601318,非银金融
601319,非银金融
601326,交通运输
601328,银行
601330,公用事业
601333,交通运输
601336,非银金融
601339,纺织服装
601360,计算机
601366,商业贸易
601368,公用事业
601369,机械设备
601375,非银金融
601377,非银金融
601388,有色金属
601390,建筑装饰
601398,银行
601399,机械设备
601456,非银金融
601500,化工
601512,房地产
601515,轻工制造
601518,交通运输
601519,计算机
601555,非银金融
601566,纺织服装
601567,电气设备
601568,化工
601577,银行
601579,食品饮料
601588,房地产
601595,传媒
601598,交通运输
601599,传媒
601600,有色金属
601601,非银金融
601606,国防军工
601607,医药生物
601608,机械设备
601609,有色金属
601611,建筑装饰
601615,电气设备
601616,电气设备
601618,建筑装饰
601619,公用事业
601628,非银金融
601633,汽车
601636,建筑材料
601658,银行
601666,采掘
601668,建筑装饰
601669,建筑装饰
601677,有色金属
601678,化工
601686,钢铁
601688,非银金融
601689,汽车
601696,非银金融
601698,国防军工
601699,采掘
601700,电气设备
601702,有色金属
601717,汽车
601718,纺织服装
601727,电气设备
601766,机械设备
601777,汽车
601778,公用事业
601788,非银金融
601789,建筑装饰
601798,机械设备
601799,汽车
601800,建筑装饰
601801,传媒
601808,采掘
601811,传媒
601816,交通运输
601818,银行
601827,公用事业
601828,商业贸易
601838,银行
601857,采掘
601858,传媒
601860,银行
601865,建筑材料
601866,交通运输
601869,通信
601872,交通运输
601877,电气设备
601878,非银金融
601880,交通运输
601881,非银金融
601882,机械设备
601886,建筑装饰
601888,休闲服务
601890,国防军工
601898,采掘
601899,有色金属
601900,传媒
601901,非银金融
601908,电气设备
601916,银行
601918,采掘
601919,交通运输
601928,传媒
601929,传媒
601933,商业贸易
601939,银行
601949,传媒
601952,农林牧渔
601956,家用电器
601958,有色金属
601965,汽车
601966,化工
601968,轻工制造
601969,采掘
601975,交通运输
601985,公用事业
601988,银行
601989,国防军工
601990,非银金融
601991,公用事业
601992,建筑材料
601995,非银金融
601996,轻工制造
601997,银行
601998,银行
601999,传媒
603000,传媒
603001,纺织服装
603002,化工
603003,有色金属
603005,电子
603006,汽车
603007,建筑装饰
603008,轻工制造
603009,汽车
603010,化工
603011,机械设备
603012,机械设备
603013,汽车
603015,电气设备
603016,电气设备
603017,建筑装饰
603018,建筑装饰
603019,计算机
603020,食品饮料
603021,轻工制造
603022,轻工制造
603023,汽车
603025,电气设备
603026,化工
603027,食品饮料
603028,机械设备
603029,机械设备
603030,建筑装饰
603031,商业贸易
603032,交通运输
603033,化工
603035,汽车
603036,机械设备
603037,汽车
603038,建筑材料
603039,计算机
603040,汽车
603041,化工
603042,通信
603043,食品饮料
603045,有色金属
603050,电气设备
603053,公用事业
603055,纺织服装
603056,交通运输
603058,轻工制造
603059,轻工制造
603060,综合
603063,电气设备
603066,交通运输
603067,化工
603068,电子
603069,交通运输
603076,机械设备
603077,化工
603078,化工
603079,医药生物
603080,公用事业
603081,建筑装饰
603083,通信
603085,汽车
603086,化工
603087,医药生物
603088,机械设备
603089,汽车
603090,机械设备
603093,非银金融
603095,机械设备
603096,传媒
603098,建筑装饰
603099,休闲服务
603100,电气设备
603101,商业贸易
603103,传媒
603105,公用事业
603106,计算机
603108,医药生物
603109,汽车
603110,化工
603111,机械设备
603112,家用电器
603113,采掘
603115,有色金属
603116,纺织服装
603117,交通运输
603118,通信
603121,汽车
603123,商业贸易
603126,公用事业
603127,医药生物
603128,交通运输
603129,汽车
603131,机械设备
603133,化工
603136,休闲服务
603138,计算机
603139,医药生物
603155,化工
603156,食品饮料
603157,纺织服装
603158,汽车
603159,机械设备
603160,电子
603161,汽车
603165,轻工制造
603166,汽车
603167,交通运输
603168,医药生物
603169,机械设备
603177,公用事业
603178,汽车
603179,汽车
603180,轻工制造
603181,化工
603183,综合
603185,机械设备
603186,电子
603187,机械设备
603188,化工
603189,计算机
603192,化工
603195,轻工制造
603196,纺织服装
603197,汽车
603198,食品饮料
603199,休闲服务
603200,公用事业
603203,机械设备
603208,轻工制造
603212,电气设备
603214,商业贸易
603217,化工
603218,电气设备
603220,通信
603221,轻工制造
603222,医药生物
603223,交通运输
603225,化工
603226,轻工制造
603227,化工
603228,电子
603229,医药生物
603232,计算机
603233,医药生物
603236,通信
603238,纺织服装
603239,汽车
603256,化工
603258,传媒
603259,医药生物
603260,有色金属
603266,化工
603267,电子
603268,轻工制造
603269,机械设备
603277,机械设备
603278,机械设备
603279,机械设备
603283,机械设备
603286,汽车
603288,食品饮料
603289,机械设备
603290,电子
603297,电子
603298,机械设备
603299,化工
603300,非银金融
603301,医药生物
603303,电子
603305,汽车
603306,汽车
603308,机械设备
603309,医药生物
603311,家用电器
603313,轻工制造
603315,机械设备
603316,建筑装饰
603317,食品饮料
603318,机械设备
603319,汽车
603320,电气设备
603321,机械设备
603322,通信
603323,银行
603326,轻工制造
603327,电子
603328,电子
603329,交通运输
603330,化工
603331,机械设备
603332,化工
603333,电气设备
603335,汽车
603336,农林牧渔
603337,机械设备
603338,机械设备
603339,机械设备
603345,食品饮料
603348,汽车
603351,医药生物
603353,化工
603355,家用电器
603356,机械设备
603357,建筑装饰
603358,汽车
603359,建筑装饰
603360,化工
603363,农林牧渔
603365,纺织服装
603366,家用电器
603367,医药生物
603368,医药生物
603369,食品饮料
603377,汽车
603378,化工
603379,化工
603380,电子
603383,计算机
603385,轻工制造
603386,电子
603387,医药生物
603388,建筑装饰
603389,轻工制造
603390,汽车
603392,医药生物
603393,公用事业
603396,电气设备
603398,轻工制造
603399,有色金属
603408,轻工制造
603416,电气设备
603421,通信
603429,轻工制造
603439,医药生物
603444,传媒
603456,医药生物
603458,建筑装饰
603466,建筑装饰
603477,纺织服装
603486,机械设备
603488,机械设备
603489,电气设备
603496,计算机
603499,轻工制造
603500,机械设备
603501,电子
603505,采掘
603506,房地产
603507,电气设备
603508,计算机
603515,电子
603516,计算机
603517,食品饮料
603518,纺织服装
603519,家用电器
603520,医药生物
603527,有色金属
603528,计算机
603530,电气设备
603533,传媒
603535,交通运输
603536,食品饮料
603538,医药生物
603551,家用电器
603555,纺织服装
603556,机械设备
603557,纺织服装
603558,纺织服装
603559,通信
603565,交通运输
603566,农林牧渔
603567,医药生物
603568,公用事业
603569,交通运输
603577,电气设备
603578,家用电器
603579,家用电器
603580,化工
603583,电气设备
603585,化工
603586,汽车
603587,纺织服装
603588,公用事业
